"cnpj";"cfop";"ncm";"natureza_frete";"y"
14;"2101";"48191000-000";"0";"tributado"
14;"2101";"48191000-000";"0";"tributado"
14;"2556";"28151200-000";"0";"tributado"
14;"2101";"48191000-000";"0";"tributado"
14;"2101";"48191000-000";"0";"tributado"
14;"2101";"48191000-000";"0";"tributado"
14;"2101";"48191000-000";"0";"tributado"
14;"2101";"39232190-000";"0";"tributado"
14;"2101";"39232990-000";"0";"tributado"
14;"2556";"28289011-000";"0";"tributado"
14;"1101";"39199090-000";"0";"tributado"
14;"1556";"39231090-000";"0";"tributado"
14;"1556";"39231090-000";"0";"tributado"
14;"2101";"29181100-000";"0";"tributado"
14;"2101";"28342990-000";"0";"tributado"
14;"2556";"28151200-000";"0";"tributado"
14;"2556";"28151200-000";"0";"tributado"
14;"2556";"34029090-000";"0";"tributado"
14;"2101";"28272090-000";"0";"tributado"
14;"2556";"40169300-000";"0";"tributado"
14;"1101";"39239000-000";"0";"tributado"
14;"1101";"32030019-000";"0";"tributado"
14;"1556";"38220090-000";"0";"tributado"
14;"1556";"38220090-000";"0";"tributado"
14;"2101";"21069090-000";"0";"tributado"
14;"2101";"21069090-000";"0";"tributado"
14;"1556";"90328990-000";"0";"tributado"
14;"1556";"85044050-000";"0";"tributado"
14;"1556";"38140090-000";"0";"tributado"
14;"1556";"28042100-000";"0";"tributado"
14;"1556";"28046900-000";"0";"tributado"
14;"1556";"28046900-000";"0";"tributado"
14;"1556";"28046900-000";"0";"tributado"
14;"2101";"39232990-000";"0";"tributado"
14;"2101";"39232990-000";"0";"tributado"
14;"2101";"39199090-000";"0";"tributado"
14;"2101";"39199090-000";"0";"tributado"
14;"2101";"39232990-000";"0";"tributado"
14;"2101";"39232990-000";"0";"tributado"
14;"2556";"34021900-000";"0";"tributado"
14;"2556";"34021900-000";"0";"tributado"
14;"2556";"34021900-000";"0";"tributado"
14;"1201";"04061090-000";"0";"tributado"
14;"1201";"04061090-000";"0";"aliquota zero"
14;"1201";"04061090-000";"0";"aliquota zero"
14;"2101";"39232990-000";"0";"tributado"
14;"2101";"39232990-000";"0";"tributado"
14;"2101";"39232990-000";"0";"tributado"
14;"2101";"39232990-000";"0";"tributado"
14;"2101";"39232990-000";"0";"tributado"
14;"2101";"39232990-000";"0";"tributado"
14;"2101";"39232990-000";"0";"tributado"
14;"2101";"39232990-000";"0";"tributado"
14;"2201";"04015029-000";"0";"tributado"
14;"2101";"39232990-000";"0";"tributado"
14;"1101";"39199090-000";"0";"tributado"
14;"1101";"39199090-000";"0";"tributado"
14;"2101";"48030090-000";"0";"tributado"
14;"1556";"85362000-000";"0";"tributado"
14;"1653";"27101921-000";"0";"tributado"
14;"1556";"34013000-000";"0";"tributado"
14;"1556";"48182000-000";"0";"tributado"
14;"1556";"39232990-000";"0";"sem direito"
14;"1556";"48182000-000";"0";"tributado"
14;"1556";"22072019-000";"0";"monofasico revenda de produtos"
14;"1556";"22072019-000";"0";"monofasico revenda de produtos"
14;"1556";"39232990-000";"0";"sem direito"
14;"1556";"73231000-000";"0";"tributado"
14;"1556";"39262000-000";"0";"tributado"
14;"1556";"61161000-000";"0";"tributado"
14;"2101";"30029099-000";"0";"tributado"
14;"2101";"30029099-000";"0";"tributado"
14;"2101";"30029099-000";"0";"tributado"
14;"2101";"35071000-000";"0";"tributado"
14;"2556";"29121100-000";"0";"tributado"
14;"2101";"28272090-000";"0";"tributado"
14;"2556";"34029090-000";"0";"tributado"
14;"2556";"28080010-000";"0";"tributado"
14;"2556";"28289011-000";"0";"tributado"
14;"2556";"28151200-000";"0";"tributado"
14;"2556";"29181100-000";"0";"tributado"
14;"2101";"30029099-000";"0";"tributado"
14;"2101";"21069090-000";"0";"tributado"
14;"2101";"32030019-000";"0";"tributado"
14;"2556";"22072019-000";"0";"monofasico revenda de produtos"
14;"2556";"34029090-000";"0";"tributado"
