"char_length";"cfop";"ncm";"coalesce";"y"
11;"5102";"23099010-000";"0";"suspensao"
11;"5102";"25010019-000";"0";"tributado"
11;"5102";"30049099-000";"0";"monofasico revenda de produtos"
11;"5102";"30023090-000";"0";"aliquota zero"
11;"5102";"73170090-000";"0";"tributado"
11;"5102";"73170090-000";"0";"tributado"
11;"5102";"73170090-000";"0";"tributado"
11;"5102";"12099100-000";"0";"aliquota zero"
11;"5102";"84368000-000";"0";"tributado"
11;"5102";"38089996-000";"0";"aliquota zero"
11;"5102";"83021000-000";"0";"tributado"
11;"5102";"23099010-000";"0";"tributado"
11;"5102";"23099010-000";"0";"tributado"
11;"5102";"39251000-000";"0";"tributado"
11;"5102";"30029099-000";"0";"monofasico revenda de produtos"
11;"5102";"30023050-000";"0";"aliquota zero"
11;"5102";"23099090-000";"0";"tributado"
11;"5102";"30043939-000";"0";"monofasico revenda de produtos"
11;"5102";"30049069-000";"0";"monofasico revenda de produtos"
11;"5102";"23099090-000";"0";"tributado"
11;"5102";"56075090-000";"0";"tributado"
11;"5102";"30032052-000";"0";"monofasico revenda de produtos"
11;"5102";"30049099-000";"0";"monofasico revenda de produtos"
11;"5102";"39269090-000";"0";"tributado"
11;"5102";"56074900-000";"0";"tributado"
11;"5102";"30043911-000";"0";"monofasico revenda de produtos"
11;"5102";"39259090-000";"0";"tributado"
11;"5102";"64022000-000";"0";"tributado"
11;"5102";"38089329-000";"0";"aliquota zero"
11;"5102";"23099010-000";"0";"tributado"
11;"5102";"23023010-000";"0";"tributado"
11;"5102";"29369000-000";"0";"tributado"
11;"5102";"39169010-000";"0";"tributado"
11;"5102";"30049037-000";"0";"monofasico revenda de produtos"
11;"5102";"30023090-000";"0";"aliquota zero"
11;"5102";"90189029-000";"0";"tributado"
11;"5102";"23040090-000";"0";"suspensao"
11;"5102";"23099010-000";"0";"tributado"
11;"5102";"72149990-000";"0";"tributado"
11;"5102";"25232910-000";"0";"tributado"
11;"5102";"38089199-000";"0";"aliquota zero"
11;"5102";"10041000-000";"0";"aliquota zero"
11;"5102";"23040090-000";"0";"suspensao"
11;"5102";"23099010-000";"0";"tributado"
11;"5102";"39201010-000";"0";"tributado"
14;"6102";"01039100-000";"0";"suspensao"
11;"5102";"64039990-000";"0";"tributado"
14;"5101";"01039100-000";"0";"suspensao"
11;"5102";"30049059-000";"0";"monofasico revenda de produtos"
11;"5102";"34022000-000";"0";"tributado"
11;"5102";"34022000-000";"0";"tributado"
11;"5102";"39169010-000";"0";"tributado"
11;"5102";"61161000-000";"0";"tributado"
11;"5102";"32149000-000";"0";"tributado"
11;"5102";"39174090-000";"0";"tributado"
11;"5102";"40151900-000";"0";"tributado"
11;"5102";"73262000-000";"0";"tributado"
11;"5102";"72172090-000";"0";"tributado"
11;"5102";"84249090-000";"0";"tributado"
11;"5102";"85393100-000";"0";"tributado"
11;"5102";"39169010-000";"0";"tributado"
11;"5102";"38089196-000";"0";"aliquota zero"
11;"5102";"23091000-000";"0";"tributado"
11;"5102";"23099090-000";"0";"tributado"
11;"5102";"39269090-000";"0";"tributado"
11;"5102";"40169990-000";"0";"tributado"
11;"5102";"23099010-000";"0";"suspensao"
11;"5102";"73181200-000";"0";"tributado"
11;"5102";"32149000-000";"0";"tributado"
11;"5102";"23012090-000";"0";"tributado"
11;"5102";"39174090-000";"0";"tributado"
11;"5102";"31052000-000";"0";"aliquota zero"
11;"5102";"39172300-000";"0";"tributado"
11;"5102";"40169990-000";"0";"tributado"
11;"5102";"48182000-000";"0";"tributado"
11;"5102";"73182200-000";"0";"tributado"
11;"5102";"96039000-000";"0";"tributado"
11;"5102";"73181900-000";"0";"tributado"
11;"5102";"23099010-000";"0";"tributado"
11;"5102";"39191000-000";"0";"tributado"
11;"5102";"73181600-000";"0";"tributado"
11;"5102";"27101932-000";"0";"tributado"
11;"5102";"84368000-000";"0";"tributado"
11;"5102";"30049079-000";"0";"monofasico revenda de produtos"
11;"5102";"25232910-000";"0";"tributado"
11;"5102";"39172300-000";"0";"tributado"
11;"5102";"39174090-000";"0";"tributado"
11;"5102";"12092500-000";"0";"aliquota zero"
11;"5102";"30049099-000";"0";"monofasico revenda de produtos"
11;"5102";"30042019-000";"0";"monofasico revenda de produtos"
11;"5102";"30049099-000";"0";"monofasico revenda de produtos"
11;"5102";"30042099-000";"0";"monofasico revenda de produtos"
14;"5102";"01039100-000";"0";"suspensao"
14;"5102";"01039100-000";"0";"suspensao"
14;"5102";"01031000-000";"0";"suspensao"
14;"5120";"04012090-000";"0";"suspensao"
11;"5102";"30042061-000";"0";"monofasico revenda de produtos"
11;"5102";"23099090-000";"0";"tributado"
11;"5102";"40119300-000";"0";"monofasico revenda de produtos"
11;"5102";"56041000-000";"0";"tributado"
11;"5102";"25221000-000";"0";"tributado"
11;"5102";"39172300-000";"0";"tributado"
11;"5102";"90189029-000";"0";"tributado"
11;"5102";"90183219-000";"0";"tributado"
11;"5102";"90183119-000";"0";"tributado"
11;"5102";"39269090-000";"0";"tributado"
11;"5102";"39269090-000";"0";"tributado"
11;"5102";"29251990-000";"0";"tributado"
11;"5102";"10041000-000";"0";"aliquota zero"
11;"5102";"73069010-000";"0";"tributado"
11;"5102";"83014000-000";"0";"tributado"
11;"5102";"39191000-000";"0";"tributado"
11;"5102";"30023090-000";"0";"aliquota zero"
11;"5102";"23040090-000";"0";"suspensao"
11;"5102";"27101932-000";"0";"tributado"
11;"5102";"85161000-000";"0";"tributado"
11;"5102";"25010019-000";"0";"tributado"
11;"5102";"30049037-000";"0";"monofasico revenda de produtos"
11;"5102";"40091100-000";"0";"tributado"
11;"5102";"39259090-000";"0";"tributado"
11;"5102";"84368000-000";"0";"tributado"
11;"5102";"32149000-000";"0";"tributado"
11;"5102";"73181500-000";"0";"tributado"
11;"5102";"73181600-000";"0";"tributado"
11;"5102";"84369900-000";"0";"tributado"
11;"5102";"39173290-000";"0";"tributado"
14;"5120";"04012090-000";"0";"suspensao"
11;"5102";"30023090-000";"0";"aliquota zero"
11;"5102";"30023090-000";"0";"aliquota zero"
11;"5102";"31059090-000";"0";"aliquota zero"
11;"5102";"10041000-000";"0";"aliquota zero"
11;"5102";"90049020-000";"0";"tributado"
11;"5102";"96091000-000";"0";"tributado"
11;"5102";"90183219-000";"0";"tributado"
11;"5102";"30049059-000";"0";"monofasico revenda de produtos"
11;"5102";"38089196-000";"0";"aliquota zero"
11;"5102";"56074900-000";"0";"tributado"
11;"5102";"30045040-000";"0";"monofasico revenda de produtos"
11;"5102";"39259090-000";"0";"tributado"
11;"5102";"39219090-000";"0";"tributado"
11;"5102";"84349000-000";"0";"tributado"
11;"5102";"30049019-000";"0";"monofasico revenda de produtos"
11;"5102";"30049079-000";"0";"monofasico revenda de produtos"
11;"5102";"30042059-000";"0";"monofasico revenda de produtos"
11;"5102";"30041012-000";"0";"monofasico revenda de produtos"
11;"5102";"38089192-000";"0";"aliquota zero"
11;"5102";"82075011-000";"0";"tributado"
11;"5102";"82075011-000";"0";"tributado"
11;"5102";"82075011-000";"0";"tributado"
11;"5102";"83111000-000";"0";"tributado"
11;"5102";"23099090-000";"0";"tributado"
11;"5102";"83021000-000";"0";"tributado"
11;"5102";"40151900-000";"0";"tributado"
11;"5102";"34022000-000";"0";"tributado"
11;"5102";"40151900-000";"0";"tributado"
11;"5102";"23099010-000";"0";"tributado"
11;"5102";"23099010-000";"0";"tributado"
11;"5102";"23099090-000";"0";"tributado"
11;"5102";"23040090-000";"0";"suspensao"
11;"5102";"23099010-000";"0";"suspensao"
11;"5102";"25010019-000";"0";"tributado"
11;"5102";"85393100-000";"0";"tributado"
11;"5102";"85392200-000";"0";"tributado"
11;"5102";"23099010-000";"0";"tributado"
11;"5102";"64022000-000";"0";"tributado"
11;"5102";"30042061-000";"0";"monofasico revenda de produtos"
11;"5102";"30043911-000";"0";"monofasico revenda de produtos"
11;"5102";"30049079-000";"0";"monofasico revenda de produtos"
14;"1653";"27101921-000";"0";"tributado"
11;"5102";"30041013-000";"0";"monofasico revenda de produtos"
11;"5102";"23099090-000";"0";"tributado"
11;"5102";"21021090-000";"0";"tributado"
11;"5102";"38089199-000";"0";"aliquota zero"
11;"5102";"10059010-000";"0";"suspensao"
11;"5102";"12099100-000";"0";"aliquota zero"
11;"5102";"38085010-000";"0";"tributado"
11;"5102";"39169010-000";"0";"tributado"
11;"5102";"39174090-000";"0";"tributado"
11;"5102";"85366990-000";"0";"tributado"
11;"5102";"23099010-000";"0";"suspensao"
11;"5102";"30049079-000";"0";"monofasico revenda de produtos"
11;"5102";"30049099-000";"0";"monofasico revenda de produtos"
11;"5102";"65061000-000";"0";"tributado"
11;"5102";"38089199-000";"0";"tributado"
11;"5102";"90183219-000";"0";"tributado"
11;"5102";"95072000-000";"0";"tributado"
11;"5102";"73269090-000";"0";"tributado"
11;"5102";"23091000-000";"0";"tributado"
11;"5102";"38089199-000";"0";"aliquota zero"
11;"5102";"23012090-000";"0";"tributado"
11;"5102";"39191000-000";"0";"tributado"
11;"5102";"85365090-000";"0";"tributado"
11;"5102";"85366990-000";"0";"tributado"
11;"5102";"31052000-000";"0";"aliquota zero"
11;"5102";"23091000-000";"0";"tributado"
11;"5102";"84368000-000";"0";"tributado"
11;"5102";"84368000-000";"0";"tributado"
11;"5102";"85366990-000";"0";"tributado"
11;"5102";"85366990-000";"0";"tributado"
11;"5102";"84248119-000";"0";"tributado"
11;"5102";"85462000-000";"0";"tributado"
11;"5102";"82055900-000";"0";"tributado"
11;"5102";"23023010-000";"0";"tributado"
11;"5102";"30043999-000";"0";"monofasico revenda de produtos"
11;"5102";"16010000-000";"0";"tributado"
11;"5102";"16010000-000";"0";"tributado"
11;"5102";"30045090-000";"0";"monofasico revenda de produtos"
11;"5102";"23099010-000";"0";"suspensao"
14;"5101";"01039100-000";"0";"suspensao"
11;"5102";"23099010-000";"0";"tributado"
11;"5102";"23099010-000";"0";"suspensao"
11;"5102";"39191000-000";"0";"tributado"
11;"5102";"39174090-000";"0";"tributado"
11;"5102";"73079900-000";"0";"tributado"
11;"5102";"25221000-000";"0";"tributado"
11;"5102";"25010019-000";"0";"tributado"
11;"5102";"31021010-000";"0";"aliquota zero"
11;"5102";"23040090-000";"0";"suspensao"
11;"5102";"23099010-000";"0";"suspensao"
11;"5102";"30042061-000";"0";"monofasico revenda de produtos"
11;"5102";"30049063-000";"0";"monofasico revenda de produtos"
11;"5102";"30049099-000";"0";"monofasico revenda de produtos"
11;"5102";"30049099-000";"0";"monofasico revenda de produtos"
11;"5102";"23040090-000";"0";"suspensao"
11;"5102";"30049072-000";"0";"monofasico revenda de produtos"
11;"5102";"38085010-000";"0";"tributado"
11;"5102";"38089199-000";"0";"aliquota zero"
11;"5102";"30045090-000";"0";"monofasico revenda de produtos"
11;"5102";"29251990-000";"0";"tributado"
11;"5102";"30049099-000";"0";"monofasico revenda de produtos"
11;"5102";"40151900-000";"0";"tributado"
11;"5102";"30049059-000";"0";"monofasico revenda de produtos"
11;"5102";"40151900-000";"0";"tributado"
11;"5102";"39172300-000";"0";"tributado"
11;"5102";"30049079-000";"0";"monofasico revenda de produtos"
11;"5102";"30049059-000";"0";"monofasico revenda de produtos"
11;"5102";"27101932-000";"0";"tributado"
11;"5102";"27101999-000";"0";"tributado"
11;"5102";"85061010-000";"0";"tributado"
11;"5102";"39173290-000";"0";"tributado"
11;"5102";"56074900-000";"0";"tributado"
11;"5102";"30045090-000";"0";"monofasico revenda de produtos"
11;"5102";"10041000-000";"0";"aliquota zero"
11;"5102";"23099010-000";"0";"suspensao"
11;"5102";"30045090-000";"0";"monofasico revenda de produtos"
11;"5102";"23099010-000";"0";"suspensao"
11;"5102";"31059090-000";"0";"aliquota zero"
11;"5102";"23012090-000";"0";"tributado"
11;"5102";"82011000-000";"0";"tributado"
11;"5102";"30045090-000";"0";"monofasico revenda de produtos"
11;"5102";"30049067-000";"0";"monofasico revenda de produtos"
11;"5102";"23099010-000";"0";"suspensao"
11;"5102";"30045090-000";"0";"monofasico revenda de produtos"
11;"5102";"30049099-000";"0";"monofasico revenda de produtos"
11;"5102";"23099010-000";"0";"tributado"
11;"5102";"30049099-000";"0";"monofasico revenda de produtos"
11;"5102";"30049099-000";"0";"monofasico revenda de produtos"
11;"5102";"21021090-000";"0";"tributado"
11;"5102";"30045090-000";"0";"monofasico revenda de produtos"
11;"5102";"30049099-000";"0";"monofasico revenda de produtos"
11;"5102";"30049099-000";"0";"monofasico revenda de produtos"
11;"5102";"30049099-000";"0";"monofasico revenda de produtos"
11;"5102";"23040090-000";"0";"suspensao"
11;"5102";"64051090-000";"0";"tributado"
11;"5102";"05119920-000";"0";"aliquota zero"
11;"5102";"05119920-000";"0";"aliquota zero"
11;"5102";"05119920-000";"0";"aliquota zero"
11;"5102";"05119920-000";"0";"aliquota zero"
11;"5102";"05119920-000";"0";"aliquota zero"
11;"5102";"30023090-000";"0";"aliquota zero"
11;"5102";"30049029-000";"0";"monofasico revenda de produtos"
11;"5102";"39269090-000";"0";"tributado"
11;"5102";"10041000-000";"0";"aliquota zero"
11;"5102";"23099090-000";"0";"tributado"
11;"5102";"30042059-000";"0";"monofasico revenda de produtos"
11;"5102";"30043939-000";"0";"monofasico revenda de produtos"
11;"5102";"30045030-000";"0";"monofasico revenda de produtos"
11;"5102";"23012090-000";"0";"tributado"
11;"5102";"05119920-000";"0";"aliquota zero"
11;"5102";"30023090-000";"0";"aliquota zero"
11;"5102";"05119920-000";"0";"aliquota zero"
11;"5102";"05119920-000";"0";"aliquota zero"
11;"5102";"05119920-000";"0";"aliquota zero"
11;"5102";"05119920-000";"0";"aliquota zero"
11;"5102";"30023090-000";"0";"aliquota zero"
11;"5102";"30042059-000";"0";"monofasico revenda de produtos"
11;"5102";"34022000-000";"0";"tributado"
11;"5102";"34022000-000";"0";"tributado"
11;"5102";"10041000-000";"0";"aliquota zero"
11;"5102";"64019200-000";"0";"tributado"
11;"5102";"27101932-000";"0";"tributado"
11;"5102";"30049037-000";"0";"monofasico revenda de produtos"
11;"5102";"85131010-000";"0";"tributado"
11;"5102";"38089999-000";"0";"aliquota zero"
11;"5102";"27101999-000";"0";"tributado"
11;"5102";"64022000-000";"0";"tributado"
11;"5102";"25010019-000";"0";"tributado"
11;"5102";"23023010-000";"0";"tributado"
11;"5102";"23040090-000";"0";"suspensao"
11;"5102";"23099090-000";"0";"tributado"
11;"5102";"84349000-000";"0";"tributado"
11;"5102";"10041000-000";"0";"aliquota zero"
11;"5102";"30044090-000";"0";"monofasico revenda de produtos"
11;"5102";"30049099-000";"0";"monofasico revenda de produtos"
11;"5102";"23099090-000";"0";"tributado"
11;"5102";"30042099-000";"0";"monofasico revenda de produtos"
11;"5102";"83015000-000";"0";"tributado"
11;"5102";"63079010-000";"0";"tributado"
11;"5102";"63079010-000";"0";"tributado"
11;"5102";"23099010-000";"0";"tributado"
11;"5102";"23012090-000";"0";"tributado"
11;"5102";"23012090-000";"0";"tributado"
11;"5102";"85392200-000";"0";"tributado"
11;"5102";"30041012-000";"0";"monofasico revenda de produtos"
11;"5102";"30041012-000";"0";"monofasico revenda de produtos"
11;"5102";"04011010-000";"0";"aliquota zero"
11;"5102";"02071400-000";"0";"aliquota zero"
11;"5102";"30049099-000";"0";"monofasico revenda de produtos"
11;"5102";"90178010-000";"0";"tributado"
11;"5102";"38089996-000";"0";"aliquota zero"
11;"5102";"39201010-000";"0";"tributado"
14;"5102";"01039100-000";"0";"suspensao"
14;"5102";"01039100-000";"0";"suspensao"
14;"5102";"01031000-000";"0";"suspensao"
11;"5102";"30045090-000";"0";"monofasico revenda de produtos"
11;"5102";"30042061-000";"0";"monofasico revenda de produtos"
11;"5102";"30049099-000";"0";"monofasico revenda de produtos"
11;"5102";"30042099-000";"0";"monofasico revenda de produtos"
11;"5102";"23099010-000";"0";"tributado"
11;"5102";"30045090-000";"0";"monofasico revenda de produtos"
11;"5102";"64019200-000";"0";"tributado"
11;"5102";"42010010-000";"0";"tributado"
11;"5102";"23099010-000";"0";"tributado"
11;"5102";"38089996-000";"0";"aliquota zero"
11;"5102";"96039000-000";"0";"tributado"
11;"5102";"23091000-000";"0";"tributado"
11;"5102";"90200010-000";"0";"tributado"
11;"5102";"23099010-000";"0";"suspensao"
11;"5102";"27129000-000";"0";"tributado"
11;"5102";"73181500-000";"0";"tributado"
11;"5102";"73181600-000";"0";"tributado"
11;"5102";"38089199-000";"0";"aliquota zero"
11;"5102";"39174090-000";"0";"tributado"
11;"5102";"39269090-000";"0";"tributado"
11;"5102";"12099100-000";"0";"aliquota zero"
11;"5102";"73181500-000";"0";"tributado"
11;"5102";"73181400-000";"0";"tributado"
11;"5102";"38089199-000";"0";"aliquota zero"
11;"5102";"73262000-000";"0";"tributado"
11;"5102";"73181200-000";"0";"tributado"
11;"5102";"23099010-000";"0";"suspensao"
11;"5102";"39173290-000";"0";"tributado"
11;"5102";"83011000-000";"0";"tributado"
11;"5102";"73158200-000";"0";"tributado"
11;"5102";"23040090-000";"0";"suspensao"
11;"5102";"39269090-000";"0";"tributado"
11;"5102";"39269090-000";"0";"tributado"
11;"5102";"23099090-000";"0";"tributado"
11;"5102";"25010019-000";"0";"tributado"
11;"5102";"23023010-000";"0";"tributado"
11;"5102";"23040090-000";"0";"suspensao"
11;"5102";"01039200-000";"0";"tributado"
11;"5102";"01039200-000";"0";"tributado"
11;"5102";"01039200-000";"0";"tributado"
11;"5102";"01039200-000";"0";"tributado"
11;"5102";"01039200-000";"0";"tributado"
11;"5102";"01039200-000";"0";"tributado"
11;"5102";"23099010-000";"0";"suspensao"
11;"5102";"30041012-000";"0";"monofasico revenda de produtos"
11;"5102";"23099010-000";"0";"suspensao"
11;"5102";"30049099-000";"0";"monofasico revenda de produtos"
11;"5102";"30049099-000";"0";"monofasico revenda de produtos"
11;"5102";"23099010-000";"0";"tributado"
11;"5102";"30042099-000";"0";"monofasico revenda de produtos"
11;"5102";"85392200-000";"0";"tributado"
11;"5102";"23023010-000";"0";"tributado"
11;"5102";"23099010-000";"0";"suspensao"
11;"5102";"23099010-000";"0";"tributado"
11;"5102";"23040090-000";"0";"suspensao"
11;"5102";"23099090-000";"0";"tributado"
11;"5102";"25010019-000";"0";"tributado"
11;"5102";"38089991-000";"0";"aliquota zero"
11;"5102";"30042099-000";"0";"monofasico revenda de produtos"
11;"5102";"30049069-000";"0";"monofasico revenda de produtos"
11;"5102";"16010000-000";"0";"tributado"
11;"5102";"39211900-000";"0";"tributado"
11;"5102";"23040090-000";"0";"suspensao"
11;"5102";"23099010-000";"0";"suspensao"
11;"5102";"38089329-000";"0";"aliquota zero"
11;"5102";"39269090-000";"0";"tributado"
11;"5102";"23099010-000";"0";"suspensao"
11;"5102";"23023010-000";"0";"tributado"
11;"5102";"23099010-000";"0";"suspensao"
11;"5102";"23099090-000";"0";"suspensao"
11;"5102";"84879000-000";"0";"tributado"
11;"5102";"84879000-000";"0";"tributado"
11;"5102";"84879000-000";"0";"tributado"
11;"5102";"84879000-000";"0";"tributado"
11;"5102";"96091000-000";"0";"tributado"
11;"5102";"34012090-000";"0";"tributado"
11;"5102";"23099010-000";"0";"tributado"
11;"5102";"30042061-000";"0";"monofasico revenda de produtos"
11;"5102";"30049037-000";"0";"monofasico revenda de produtos"
11;"5102";"30049059-000";"0";"monofasico revenda de produtos"
11;"5102";"73159000-000";"0";"tributado"
11;"5102";"23040090-000";"0";"suspensao"
11;"5102";"23099090-000";"0";"tributado"
11;"5102";"30032052-000";"0";"monofasico revenda de produtos"
11;"5102";"64019200-000";"0";"tributado"
11;"5102";"27101932-000";"0";"tributado"
11;"5102";"12092500-000";"0";"aliquota zero"
11;"5102";"30041012-000";"0";"monofasico revenda de produtos"
11;"5102";"30043911-000";"0";"monofasico revenda de produtos"
11;"5102";"40151900-000";"0";"tributado"
11;"5102";"39219090-000";"0";"tributado"
11;"5102";"52053100-000";"0";"tributado"
11;"5102";"72172090-000";"0";"tributado"
11;"5102";"96039000-000";"0";"tributado"
11;"5102";"27101932-000";"0";"tributado"
11;"5102";"25221000-000";"0";"tributado"
11;"5102";"84818095-000";"0";"tributado"
11;"5102";"39174090-000";"0";"tributado"
11;"5102";"84818095-000";"0";"tributado"
11;"5102";"73269090-000";"0";"tributado"
11;"5102";"39174090-000";"0";"tributado"
11;"5102";"39174090-000";"0";"tributado"
11;"5102";"39174090-000";"0";"tributado"
11;"5102";"39174090-000";"0";"tributado"
11;"5102";"39172100-000";"0";"tributado"
11;"5102";"39174090-000";"0";"tributado"
11;"5102";"39174090-000";"0";"tributado"
11;"5102";"39174090-000";"0";"tributado"
11;"5102";"73170090-000";"0";"tributado"
11;"5102";"23099010-000";"0";"suspensao"
11;"5102";"85444900-000";"0";"tributado"
11;"5102";"39173300-000";"0";"tributado"
11;"5102";"39100090-000";"0";"tributado"
11;"5102";"39219090-000";"0";"tributado"
11;"5102";"42010090-000";"0";"tributado"
11;"5102";"39269090-000";"0";"tributado"
11;"5102";"23099010-000";"0";"suspensao"
11;"5102";"30049099-000";"0";"monofasico revenda de produtos"
11;"5102";"66019900-000";"0";"tributado"
11;"5102";"83021000-000";"0";"tributado"
11;"5102";"73181300-000";"0";"tributado"
11;"5102";"73181400-000";"0";"tributado"
11;"5102";"73170090-000";"0";"tributado"
11;"5102";"35061090-000";"0";"tributado"
11;"5102";"10041000-000";"0";"aliquota zero"
11;"5102";"27101932-000";"0";"tributado"
11;"5102";"23099010-000";"0";"suspensao"
11;"5102";"48229000-000";"0";"tributado"
11;"5102";"56074900-000";"0";"tributado"
11;"5102";"48182000-000";"0";"tributado"
11;"5102";"27101932-000";"0";"tributado"
11;"5102";"39259090-000";"0";"tributado"
11;"5102";"30023090-000";"0";"aliquota zero"
11;"5102";"30023090-000";"0";"aliquota zero"
11;"5102";"82031010-000";"0";"tributado"
11;"5102";"23099010-000";"0";"suspensao"
11;"5102";"90183190-000";"0";"tributado"
11;"5102";"23099010-000";"0";"tributado"
11;"5102";"25010019-000";"0";"tributado"
11;"5102";"23099010-000";"0";"tributado"
11;"5102";"82052000-000";"0";"tributado"
11;"5102";"23099010-000";"0";"suspensao"
11;"5102";"23099010-000";"0";"suspensao"
11;"5102";"23099010-000";"0";"suspensao"
11;"5102";"30023090-000";"0";"aliquota zero"
11;"5102";"29251990-000";"0";"tributado"
11;"5102";"12059010-000";"0";"aliquota zero"
11;"5102";"30042099-000";"0";"monofasico revenda de produtos"
11;"5102";"25232910-000";"0";"tributado"
11;"5102";"30023050-000";"0";"aliquota zero"
11;"5102";"38089329-000";"0";"aliquota zero"
11;"5102";"30042061-000";"0";"monofasico revenda de produtos"
11;"5102";"38089324-000";"0";"aliquota zero"
11;"5102";"23040090-000";"0";"suspensao"
11;"5102";"10059010-000";"0";"suspensao"
11;"5102";"23099010-000";"0";"tributado"
11;"5102";"23040090-000";"0";"suspensao"
11;"5102";"23099010-000";"0";"tributado"
11;"5102";"25010019-000";"0";"tributado"
11;"5102";"23040090-000";"0";"suspensao"
14;"5101";"01039100-000";"0";"suspensao"
11;"5102";"30049059-000";"0";"monofasico revenda de produtos"
11;"5102";"30049059-000";"0";"monofasico revenda de produtos"
11;"5102";"38089196-000";"0";"aliquota zero"
11;"5102";"30042061-000";"0";"monofasico revenda de produtos"
11;"5102";"30049072-000";"0";"monofasico revenda de produtos"
11;"5102";"38089329-000";"0";"aliquota zero"
11;"5102";"23040090-000";"0";"suspensao"
14;"5102";"64039990-000";"0";"tributado"
11;"5102";"23099010-000";"0";"suspensao"
11;"5102";"23099010-000";"0";"suspensao"
14;"5120";"04012090-000";"0";"suspensao"
11;"5102";"23040090-000";"0";"suspensao"
11;"5102";"23099090-000";"0";"tributado"
11;"5102";"25010019-000";"0";"tributado"
14;"1653";"27101921-000";"0";"tributado"
11;"5102";"38089324-000";"0";"aliquota zero"
11;"5102";"39173290-000";"0";"tributado"
11;"5102";"23099010-000";"0";"suspensao"
11;"5102";"48182000-000";"0";"tributado"
11;"5102";"38085029-000";"0";"aliquota zero"
11;"5102";"23023010-000";"0";"tributado"
11;"5102";"84818019-000";"0";"tributado"
11;"5102";"39174090-000";"0";"tributado"
11;"5102";"73170090-000";"0";"tributado"
11;"5102";"73170090-000";"0";"tributado"
11;"5102";"25232910-000";"0";"tributado"
11;"5102";"39174090-000";"0";"tributado"
11;"5102";"30049067-000";"0";"monofasico revenda de produtos"
11;"5102";"23040090-000";"0";"suspensao"
11;"5102";"27101932-000";"0";"tributado"
11;"5102";"34022000-000";"0";"tributado"
11;"5102";"23099090-000";"0";"tributado"
11;"5102";"31021010-000";"0";"aliquota zero"
11;"5102";"30041013-000";"0";"monofasico revenda de produtos"
11;"5102";"90183929-000";"0";"tributado"
11;"5102";"27101932-000";"0";"tributado"
11;"5102";"39173290-000";"0";"tributado"
11;"5102";"40151900-000";"0";"tributado"
11;"5102";"10041000-000";"0";"aliquota zero"
11;"5102";"23099010-000";"0";"tributado"
11;"5102";"12092500-000";"0";"aliquota zero"
11;"5102";"38089196-000";"0";"aliquota zero"
11;"5102";"32159000-000";"0";"tributado"
11;"5102";"30023090-000";"0";"aliquota zero"
11;"5102";"38089199-000";"0";"aliquota zero"
11;"5102";"30023090-000";"0";"aliquota zero"
11;"5102";"30023090-000";"0";"aliquota zero"
11;"5102";"38089192-000";"0";"aliquota zero"
11;"5102";"30043999-000";"0";"monofasico revenda de produtos"
11;"5102";"30023090-000";"0";"aliquota zero"
11;"5102";"39172300-000";"0";"tributado"
11;"5102";"85366100-000";"0";"tributado"
11;"5102";"84369900-000";"0";"tributado"
11;"5102";"23099090-000";"0";"suspensao"
11;"5102";"30049023-000";"0";"monofasico revenda de produtos"
11;"5102";"30049059-000";"0";"monofasico revenda de produtos"
11;"5102";"30041019-000";"0";"monofasico revenda de produtos"
11;"5102";"30045040-000";"0";"monofasico revenda de produtos"
11;"5102";"30023090-000";"0";"aliquota zero"
11;"5102";"30023090-000";"0";"aliquota zero"
11;"5102";"27101932-000";"0";"tributado"
11;"5102";"23040090-000";"0";"suspensao"
11;"5102";"23099010-000";"0";"suspensao"
11;"5102";"23099010-000";"0";"suspensao"
11;"5102";"30049079-000";"0";"monofasico revenda de produtos"
11;"5102";"30049099-000";"0";"monofasico revenda de produtos"
11;"5102";"30042099-000";"0";"monofasico revenda de produtos"
11;"5102";"30043922-000";"0";"monofasico revenda de produtos"
11;"5102";"85392200-000";"0";"tributado"
11;"5102";"39172100-000";"0";"tributado"
11;"5102";"30045090-000";"0";"monofasico revenda de produtos"
11;"5102";"30049072-000";"0";"monofasico revenda de produtos"
11;"5102";"30045040-000";"0";"monofasico revenda de produtos"
11;"5102";"25010019-000";"0";"tributado"
11;"5102";"38089197-000";"0";"aliquota zero"
11;"5102";"27101932-000";"0";"tributado"
11;"5102";"40151900-000";"0";"tributado"
11;"5102";"64022000-000";"0";"tributado"
11;"5102";"23040090-000";"0";"suspensao"
11;"5102";"30042099-000";"0";"monofasico revenda de produtos"
11;"5102";"30045090-000";"0";"monofasico revenda de produtos"
11;"5102";"90183219-000";"0";"tributado"
11;"5102";"90183119-000";"0";"tributado"
11;"5102";"90183219-000";"0";"tributado"
11;"5102";"90183119-000";"0";"tributado"
11;"5102";"72172090-000";"0";"tributado"
11;"5102";"39259090-000";"0";"tributado"
11;"5102";"42010090-000";"0";"tributado"
11;"5102";"30049079-000";"0";"monofasico revenda de produtos"
11;"5102";"30049099-000";"0";"monofasico revenda de produtos"
11;"5102";"23099010-000";"0";"suspensao"
11;"5102";"68042211-000";"0";"tributado"
11;"5102";"23099010-000";"0";"tributado"
11;"5102";"30049059-000";"0";"monofasico revenda de produtos"
11;"5102";"23099010-000";"0";"suspensao"
11;"5102";"23099010-000";"0";"suspensao"
